form	lemma	POS	morph
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
sur	sur	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
de	un	DETind	MORPH=empty
bonnes	bon	ADJqua	NOMB.=p|GENRE=f
gens	gens	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Comme	comme	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
promets	promettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
dissiper	dissiper	VERinf	MORPH=empty
Edmond	Edmond	NOMpro	MORPH=empty
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
rendre	rendre	VERinf	MORPH=empty
chasseur	chasseur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
même	même	ADVgen	MORPH=empty
un	un	DETind	NOMB.=s|GENRE=m
peu	peu	NOMcom	MORPH=empty
buveur	buveur	ADJqua	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
vin	vin	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
vin	vin	NOMcom	NOMB.=s|GENRE=m
bannit	bannir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
flegme	flegme	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
humeur	humeur	NOMcom	NOMB.=s|GENRE=f
noire	noir	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
stagnante	stagner	VERppa	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
source	source	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
vices	vice	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
une	un	DETind	NOMB.=s|GENRE=f
observation	observation	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
n'	ne	ADVneg	MORPH=empty
échappa	échapper	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
certain	certain	DETind	NOMB.=s|GENRE=m
empereur	empereur	NOMcom	NOMB.=s|GENRE=m
turc	turc	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
toléra	tolérer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m
cabarets	cabaret	NOMcom	NOMB.=p|GENRE=m
que	que	PROrel	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
loi	loi	NOMcom	NOMB.=s|GENRE=f
défend	défendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
prohiba	prohiber	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m
caffés	café	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Vive	vivre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
gaieté	gaieté	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
morbleu	morbleu	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
Tout	tout	DETind	MORPH=empty
homme	homme	NOMcom	NOMB.=s|GENRE=m
gai	gai	ADJqua	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m
moeurs	mœurs	NOMcom	NOMB.=p|GENRE=f
pures	pur	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Approuvez	approuver	VERcjg	MODE=imp|PERS.=2|NOMB.=p
-moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
amie	ami	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
dites	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
oui	oui	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
allez	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
faire	faire	VERinf	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
sais	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
combien	combien	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
heureux	heureux	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
femme	femme	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
enfants	enfant	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
parents	parent	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
amis	ami	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Edmond	Edmond	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
-	-	PONfbl	MORPH=empty
même	même	ADJind	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
attendant	attendre	VERppa	NOMB.=x|GENRE=x
le	le	DETdef	NOMB.=s|GENRE=m
plaisir	plaisir	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
trouver	trouver	VERinf	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m
arrivés	arriver	VERppe	NOMB.=p|GENRE=m
chez	chez	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
retour	retour	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Toulon	Toulon	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
etc	etc	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
lettre	lettre	NOMcom	NOMB.=s|GENRE=f
197	@card	ADJcar	NOMB.=p|GENRE=x
.	.	PONfrt	MORPH=empty
réponse	réponse	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
accepte	accepter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
aller	aller	VERinf	MORPH=empty
demeurer	demeurer	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
Av	Av	NOMpro	GENRE=m
.	.	PONfrt	MORPH=empty
oui	oui	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
tableau	tableau	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
faites	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
trop	trop	ADVgen	MORPH=empty
séduisant	séduire	VERppa	NOMB.=x|GENRE=x
,	,	PONfbl	MORPH=empty
cher	cher	ADJqua	NOMB.=s|GENRE=m
ami	ami	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
refuse	refuser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
oui	oui	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
invités	invité	NOMcom	NOMB.=p|GENRE=m
devant	devant	PRE	MORPH=empty
lesquels	lequel	PROrel	NOMB.=s|GENRE=f
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
écris	écrire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
accepte	accepter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
…	…	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
Zéphire	Zéphire	NOMpro	NOMB.=s
.	.	PONfrt	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
chasser	chasser	VERinf	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETind	NOMB.=s|GENRE=m
joli	joli	ADJqua	NOMB.=s|GENRE=m
fusil	fusil	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
bien	bien	ADVgen	MORPH=empty
léger	léger	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
n'	ne	ADVneg	MORPH=empty
userai	user	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
pourtant	pourtant	ADVgen	MORPH=empty
ni	ni	CONcoo	MORPH=empty
poudre	poudre	NOMcom	MORPH=empty
ni	ni	CONcoo	MORPH=empty
plomb	plomb	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
rien	rien	PROind	NOMB.=s|GENRE=x
tuer	tuer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
M	monsieur	NOMcom	NOMB.=s|GENRE=m
Trismégiste	Trismégiste	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
fus	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
si	si	ADVgen	MORPH=empty
joyeux	joyeux	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
L'	le	DETdef	
ami	ami	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
boirons	boire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
:	:	PONfbl	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
raison	raison	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
vin	vin	NOMcom	NOMB.=s|GENRE=m
épanouit	épanouir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=m
ami	ami	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
voilà	voilà	VERcjg	MODE=ind|TEMPS=pst|PERS.=x|NOMB.=x
une	un	DETind	NOMB.=s|GENRE=f
lettre	lettre	NOMcom	NOMB.=s|GENRE=f
joliment	joliment	ADVgen	MORPH=empty
commencée	commencer	VERppe	NOMB.=s|GENRE=f
!	!	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mieux	mieux	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
.	.	PONfrt	MORPH=empty
Nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
allons	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
tout	tout	PROind	GENRE=m
disposer	disposer	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
voyage	voyage	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
ami	ami	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
J'	je	PROper	
espere	espérer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
ne	ne	ADVneg	MORPH=empty
mettrez	mettre	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
vôtre	sien	PROpos	PERS.=2|NOMB.=s|GENRE=m
que	que	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
indispensable	indispensable	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
dans	dans	PRE	MORPH=empty
quinze	quinze	DETcar	NOMB.=p|GENRE=x
jours	jour	NOMcom	NOMB.=p|GENRE=m
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-	-	PONfbl	MORPH=empty
-être	être	VERcjg	
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
serons	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
tous	tout	PROind	NOMB.=p|GENRE=m
réunis	réunir	VERppe	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
exception	exception	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
pauvre	pauvre	ADJqua	NOMB.=s|GENRE=f
Laure	Laure	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
voulez	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
bien	bien	ADVgen	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
intéresser	intéresser	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
regrettons	regretter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
tous	tout	PROind	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
bien	bien	ADVgen	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=f
raisons	raison	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
dont	que	PROrel	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
fille	fille	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
premiere	premier	ADJord	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Adieu	adieu	INJ	MORPH=empty
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
cher	cher	ADJqua	NOMB.=s|GENRE=m
bienfaiteur	bienfaiteur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
L'	le	DETdef	
indifférence	indifférence	NOMcom	NOMB.=s|GENRE=f
n'	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-	-	PONfbl	MORPH=empty
-être	être	VERcjg	
pas	pas	ADVgen	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=f
peines	peine	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
doute	douter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-t-elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
de	de	PRE	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
plaisirs	plaisir	NOMcom	NOMB.=p|GENRE=m
?	?	PONfrt	MORPH=empty
lettre	lettre	NOMcom	NOMB.=s|GENRE=f
198	@card	ADJcar	NOMB.=p|GENRE=x
.	.	PONfrt	MORPH=empty
M	monsieur	NOMcom	NOMB.=s|GENRE=m
Loiseau	Loiseau	NOMpro	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
Parangon	Parangon	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
fuite	fuite	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
Edmond	Edmond	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
propose	proposer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
dispose	disposer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
résigner	résigner	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
amie	ami	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Edmond	Edmond	NOMpro	NOMB.=s|GENRE=m
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVgen	MORPH=empty
mort	mort	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
crois	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
même	même	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
bonne	bon	ADJqua	NOMB.=s|GENRE=f
santé	santé	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
puisqu'	puisque	CONsub	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
fuit	fuir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Dès	dès	PRE	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s'	le	PROper	
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vu	voir	VERppe	NOMB.=s|GENRE=m
libre	libre	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
disparu	disparaître	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
échappé	échapper	VERppe	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
Arras	Arras	NOMpro	NOMB.=s|GENRE=m
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
-	-	PONfbl	MORPH=empty
même	même	ADJind	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
attendoit	attendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
partir	partir	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
chercher	chercher	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Ne	ne	ADVgen	MORPH=empty
quittez	quitter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
pas	pas	ADVgen	MORPH=empty
encore	encore	ADVgen	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
maison	maison	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
attentif	attentif	ADJqua	NOMB.=s|GENRE=m
chez	chez	PRE	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
Trismégiste	Trismégiste	NOMpro	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
écris	écrire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
un	un	DETind	NOMB.=s|GENRE=m
mot	mot	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
Ursule	Ursule	NOMpro	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
Pierre	Pierre	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
prévenir	prévenir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
leur	il	PROper	PERS.=3|NOMB.=s|GENRE=f
recommander	recommander	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
retenir	retenir	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
sortes	sorte	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
moyens	moyen	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
s'	si	CONsub	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
paroît	paraître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
chez	chez	PRE	MORPH=empty
eux	le	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
!	!	PONfrt	MORPH=empty
Mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
!	!	PONfrt	MORPH=empty
Quel	quel	DETint	NOMB.=s|GENRE=m
contre	contre	PRE	MORPH=empty
-	-	PONfbl	MORPH=empty
temps	temps	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
s'	le	PROper	
y	y	PROadv	MORPH=empty
