form	lemma	POS	morph
.	.	PONfrt	MORPH=empty
Oui	oui	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
tiens	tenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
ne	ne	ADVneg	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
plains	plaindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
plus	plus	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
prends	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
-en	en	PROadv	MORPH=empty
plutôt	plutôt	ADVgen	MORPH=empty
deux	deux	PROcar	NOMB.=p|GENRE=x
.	.	PONfrt	MORPH=empty
CORNEILLEP_MENTEUR_TEST	…	PONfrt	MORPH=empty
fille	fille	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dans	dans	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
obéissance	obéissance	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Venez	venir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
donc	donc	ADVgen	MORPH=empty
recevoir	recevoir	VERinf	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
doux	doux	ADJqua	NOMB.=s|GENRE=m
commandement	commandement	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Venez	venir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
donc	donc	ADVgen	MORPH=empty
ajouter	ajouter	VERinf	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
doux	doux	ADJqua	NOMB.=s|GENRE=m
consentement	consentement	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
mariez	marier	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
pleuvra	pleuvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
guères	guère	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
changerai	changer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
pour	pour	PRE	MORPH=empty
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
cette	ce	DETdem	NOMB.=s|GENRE=f
pluie	pluie	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
rivières	rivière	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
n'	ne	ADVneg	MORPH=empty
aurez	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
pas	pas	ADVneg	MORPH=empty
loisir	loisir	NOMcom	NOMB.=s|GENRE=m
seulement	seulement	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
y	y	PROadv	MORPH=empty
penser	penser	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
métier	métier	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
rien	rien	PROind	NOMB.=s|GENRE=x
quand	quand	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
en	en	PROadv	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
passer	passer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Comme	comme	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
propre	propre	ADJqua	NOMB.=s|GENRE=f
fourbe	fourbe	NOMcom	NOMB.=s|GENRE=m
un	un	DETndf	NOMB.=s|GENRE=m
menteur	menteur	NOMcom	NOMB.=s|GENRE=m
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
embarrasse	embarrasser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
!	!	PONfrt	MORPH=empty
Peu	peu	ADVgen	MORPH=empty
sauraient	savoir	VERcjg	MODE=con|PERS.=3|NOMB.=p
comme	comme	CONsub	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
en	en	PROadv	MORPH=empty
tirer	tirer	VERinf	MORPH=empty
avec	avec	PRE	MORPH=empty
grâce	grâce	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
autres	autre	ADJind	NOMB.=p|GENRE=x
qui	qui	PROrel	MORPH=empty
doutiez	douter	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en	PROadv	MORPH=empty
pourrait	pouvoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
sortir	sortir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Par	par	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
si	si	ADVgen	MORPH=empty
rare	rare	ADJqua	NOMB.=s|GENRE=m
exemple	exemple	NOMcom	NOMB.=s|GENRE=m
apprenez	apprendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
à	à	PRE	MORPH=empty
mentir	mentir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
MOLIERE_MISANTHROPE_TEST	…	PONfrt	MORPH=empty
Ah	ah	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
Cet	ce	DETdem	NOMB.=s|GENRE=m
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toute	tout	DETind	NOMB.=s|GENRE=f
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
envie	envie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
sacrifierais	sacrifier	VERcjg	MODE=con|PERS.=1|NOMB.=s
et	et	CONcoo	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
sang	sang	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Puissiez	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p
-vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
goûter	goûter	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
vrais	vrai	ADJqua	NOMB.=p|GENRE=m
contentements	contentement	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=x
un	un	PROind	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
autre	autre	PROind	NOMB.=s|GENRE=x
à	à	PRE	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
garder	garder	VERinf	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=x
sentiments	sentiment	NOMcom	NOMB.=p|GENRE=m
!	!	PONfrt	MORPH=empty
Trahi	trahir	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
parts	part	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
accablé	accabler	VERppe	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
injustices	injustice	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vais	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
sortir	sortir	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
gouffre	gouffre	NOMcom	NOMB.=s|GENRE=m
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
triomphent	triompher	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
vices	vice	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
chercher	chercher	VERinf	MORPH=empty
sur	sur	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
un	un	DETndf	NOMB.=s|GENRE=m
endroit	endroit	NOMcom	NOMB.=s|GENRE=m
écarté	écarter	VERppe	NOMB.=s|GENRE=m
Où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
d'	de	PRE	MORPH=empty
être	être	VERinf	MORPH=empty
homme	homme	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
liberté	liberté	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
employer	employer	VERinf	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Pour	pour	PRE	MORPH=empty
rompre	rompre	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
dessein	dessein	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
propose	proposer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
CORNEILLET_ILLUSTRESENNEMIS_TEST	…	PONfrt	MORPH=empty
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
fils	fils	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Dans	dans	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
ravissement	ravissement	NOMcom	NOMB.=s|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
doute	douter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
si	si	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vis	vivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
.	.	PONfrt	MORPH=empty
Mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
père	père	NOMcom	NOMB.=s|GENRE=m
...	…	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
entends	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
obtiens	obtenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
-là	là	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
-même	même	ADJind	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Consentez	consentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
-vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
bonheur	bonheur	NOMcom	NOMB.=s|GENRE=m
extrême	extrême	ADJqua	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Voir	voir	VERinf	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
voeux	vœu	NOMcom	NOMB.=p|GENRE=m
tout	tout	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
coup	coup	NOMcom	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
frère	frère	NOMcom	NOMB.=s|GENRE=m
exaucés	exaucer	VERppe	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
résister	résister	VERinf	MORPH=empty
point	point	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
expliquer	expliquer	VERinf	MORPH=empty
assez	assez	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Ô	ô	INJ	MORPH=empty
favorable	favorable	ADJqua	NOMB.=s|GENRE=m
arrêt	arrêt	NOMcom	NOMB.=s|GENRE=m
!	!	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
Ciel	ciel	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
donne	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=x
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
décrets	décret	NOMcom	NOMB.=p|GENRE=m
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
connu	connaître	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
personne	personne	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
souvent	souvent	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
soins	soin	NOMcom	NOMB.=p|GENRE=m
l'	le	DETdef	NOMB.=s|GENRE=x
infaillible	infaillible	ADJqua	NOMB.=s|GENRE=m
ressort	ressort	NOMcom	NOMB.=s|GENRE=m
Se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
plaît	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
naufrage	naufrage	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
conduire	conduire	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
port	port	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
CORNEILLET_DOMBERTRANDECIGARRAL_TEST	…	PONfrt	MORPH=empty
chaleur	chaleur	NOMcom	NOMB.=s|GENRE=f
...	…	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
grâce	grâce	NOMcom	NOMB.=s|GENRE=f
oublions	oublier	VERcjg	MODE=imp|PERS.=1|NOMB.=p
tout	tout	PROind	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
vois	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
point	point	ADVneg	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
soeur	sœur	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
crois	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
Hymen	hymen	NOMcom	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
peu	peu	ADVgen	MORPH=empty
réjouie	réjouir	VERppe	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
pense	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bien	bien	ADVgen	MORPH=empty
plutôt	plutôt	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
évanouie	évanouir	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=x
Hôtesse	hôte	NOMcom	NOMB.=s|GENRE=f
tout	tout	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
heure	heure	NOMcom	NOMB.=s|GENRE=f
appelait	appeler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
secours	secours	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
chien	chien	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sot	sot	ADJqua	NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
prend	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
jours	jour	NOMcom	NOMB.=p|GENRE=m
!	!	PONfrt	MORPH=empty
Allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
voir	voir	VERinf	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Puis	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
-je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
espérer	espérer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Peut-être	peut-être	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
Soeur	sœur	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
prête	prêt	ADJqua	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
rendre	rendre	VERinf	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
âme	âme	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
voulez	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
ici	ici	ADVgen	MORPH=empty
faire	faire	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
gracieux	gracieux	ADJqua	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Suivons	suivre	VERcjg	MODE=imp|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
devant	devant	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
ne	ne	ADVneg	MORPH=empty
parlons	parler	VERcjg	MODE=imp|PERS.=1|NOMB.=p
que	que	CONsub	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=x
yeux	œil	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
CORNEILLET_GALANTDOUBLE_TEST	…	PONfrt	MORPH=empty
rente	rente	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
somme	somme	NOMcom	NOMB.=s|GENRE=f
doublerait	doubler	VERcjg	MODE=con|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ferait	faire	VERcjg	MODE=con|PERS.=3|NOMB.=s
éclat	éclat	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
saisie	saisir	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
adieu	adieu	INJ	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Marquisat	marquisat	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Voilà	voilà	VERcjg	MODE=ind|TEMPS=pst|PERS.=x|NOMB.=x
comme	comme	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
en	en	PROadv	MORPH=empty
irait	aller	VERcjg	MODE=con|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
fumée	fumée	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
n'	ne	ADVneg	MORPH=empty
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pas	pas	ADVneg	MORPH=empty
avec	avec	PRE	MORPH=empty
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
méchante	méchant	ADJqua	NOMB.=s|GENRE=f
renommée	renommée	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Puisque	puisque	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
connais	connaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
,	,	PONfbl	MORPH=empty
n'	ne	ADVneg	MORPH=empty
allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
pas	pas	ADVneg	MORPH=empty
plus	plus	ADVgen	MORPH=empty
avant	avant	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Aussi	aussi	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
pourrions	pouvoir	VERcjg	MODE=con|PERS.=1|NOMB.=p
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
quereller	quereller	VERinf	MORPH=empty
souvent	souvent	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
demeurant	demeurer	VERppa	NOMB.=x|GENRE=x
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
termes	terme	NOMcom	NOMB.=p|GENRE=m
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
Tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
verras	voir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
ardent	ardent	ADJqua	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=x
hommes	homme	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
tant	tant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
jeu	jeu	NOMcom	NOMB.=s|GENRE=m
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
laissera	laisser	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
quoi	quoi	PROrel	NOMB.=s|GENRE=n
,	,	PONfbl	MORPH=empty
Si	si	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
prends	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
à	à	PRE	MORPH=empty
crédit	crédit	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
irai	aller	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
payer	payer	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
